ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min)
A152,SURRES18DEL03,26,4.9,21.149834,72.778666,21.209834,72.838666,Snack ,scooter ,26
9C9A,COIMBRES02DEL01,33,4.4,11.022477,76.995667,11.092477,77.065667,Meal ,motorcycle ,43
3052,VADRES13DEL03,24,4.6,22.310237,73.158921,22.370237,73.218921,Snack ,motorcycle ,25
1045,COIMBRES16DEL01,24,4.9,11.010375,76.95295,11.050375,76.99295,Buffet ,motorcycle ,28
2391,INDORES13DEL03,33,4.5,22.745049,75.892471,22.835049,75.982471,Buffet ,scooter ,17
7DDD,INDORES12DEL03,35,4.2,22.74806,75.8934,22.83806,75.9834,Drinks ,motorcycle ,44
279F,MUMRES13DEL03,27,4.2,19.178321,72.834715,19.268321,72.924715,Buffet ,motorcycle ,33
E76,CHENRES06DEL02,29,4.6,13.054347,80.257221,13.104347,80.307221,Snack ,scooter ,19
AEFA,BANGRES06DEL03,29,4.5,12.979096,77.640625,13.009096,77.670625,Snack ,motorcycle ,15
DAD6,AGRRES11DEL02,34,4.7,27.163303,78.057044,27.293303,78.187044,Buffet ,scooter ,27
C237,KNPRES15DEL02,20,4.7,26.482419,80.320939,26.502419,80.340939,Meal ,scooter ,25
4EFC,VADRES13DEL01,29,4.8,22.310237,73.158921,22.350237,73.198921,Drinks ,motorcycle ,18
6E+33,VADRES01DEL03,22,4.9,22.307898,73.167788,22.367898,73.227788,Snack ,scooter ,21
D92F,AGRRES03DEL01,35,4.9,27.160832,78.011608,27.230832,78.081608,Buffet ,motorcycle ,53
D902,KOCRES14DEL01,32,4.4,10.027014,76.308053,10.137014,76.418053,Drinks ,motorcycle ,42
D91A,LUDHRES18DEL01,28,4.9,30.890184,75.829615,31.000184,75.939615,Snack ,motorcycle ,20
4F0C,COIMBRES14DEL02,30,4.7,11.003681,76.975525,11.133681,77.105525,Meal ,scooter ,29
8456,CHENRES19DEL01,22,4.7,12.986047,80.218114,13.096047,80.328114,Snack ,scooter ,15
3329,COIMBRES15DEL02,36,4.7,11.006686,76.951736,11.056686,77.001736,Buffet ,motorcycle ,30
1AA8,SURRES20DEL02,23,4.8,21.15276,72.778059,21.28276,72.908059,Snack ,motorcycle ,28
144D,INDORES18DEL02,22,4.8,22.753839,75.897429,22.773839,75.917429,Drinks ,motorcycle ,19
D27B,AURGRES04DEL02,29,4.5,19.876106,75.340775,20.006106,75.470775,Meal ,motorcycle ,15
ADD6,CHENRES01DEL01,34,4.9,13.005801,80.250744,13.115801,80.360744,Buffet ,motorcycle ,50
7C60,BANGRES010DEL01,38,4.1,12.933298,77.614293,12.943298,77.624293,Buffet ,motorcycle ,41
4FB8,VADRES09DEL01,35,5,0.0,0.0,0.07,0.07,Snack ,motorcycle ,37
1406,VADRES15DEL03,38,4.7,0.0,0.0,0.06,0.06,Drinks ,scooter ,28
C63E,DEHRES010DEL01,32,4.3,30.328174,78.049117,30.398174,78.119117,Meal ,scooter ,35
7B03,BANGRES07DEL01,20,4.5,12.978453,77.643685,13.048453,77.713685,Buffet ,motorcycle ,27
4314,CHENRES05DEL02,25,4.9,13.058616,80.264151,13.138616,80.344151,Buffet ,motorcycle ,43
9E5A,JAPRES06DEL03,29,4.5,26.911927,75.797282,26.971927,75.857282,Meal ,scooter ,12
C044,AGRRES12DEL03,32,4.7,-27.165108,78.015053,27.225108,78.075053,Meal ,scooter ,31
D7D3,DEHRES12DEL02,39,4.1,0.0,0.0,0.13,0.13,Drinks ,motorcycle ,39
70B1,VADRES01DEL01,31,4.4,22.307898,73.167788,22.417898,73.277788,Buffet ,motorcycle ,47
5.9E+06,SURRES13DEL02,37,4.5,21.170096,72.789122,21.220096,72.839122,Buffet ,motorcycle ,26
DEAC,LUDHRES05DEL03,36,4.9,30.905562,75.832841,30.995562,75.922841,Snack ,electric_scooter ,31
A053,JAPRES16DEL03,37,3.8,26.849596,75.800512,26.989596,75.940512,Snack ,motorcycle ,42
4DB,PUNERES02DEL03,29,4.6,-18.55144,-73.804855,18.61144,73.864855,Meal ,scooter ,12
7031,COIMBRES14DEL01,38,4.9,11.003681,76.975525,11.043681,77.015525,Snack ,scooter ,25
D3BC,AGRRES010DEL02,37,4.4,27.163303,78.057044,27.243303,78.137044,Drinks ,motorcycle ,39
8DE9,SURRES14DEL03,21,4.9,21.157729,72.768726,21.247729,72.858726,Buffet ,scooter ,21
7C84,JAPRES04DEL03,35,4.9,26.902328,75.794257,26.932328,75.824257,Meal ,electric_scooter ,18
96D2,JAPRES01DEL03,22,4.8,26.90519,75.810753,26.99519,75.900753,Snack ,scooter ,22
77B5,HYDRES010DEL02,28,4.8,17.428294,78.404423,17.448294,78.424423,Buffet ,motorcycle ,23
75DC,MYSRES16DEL02,39,4,12.316967,76.603067,12.446967,76.733067,Drinks ,motorcycle ,48
BE78,BANGRES15DEL02,29,4.5,12.975377,77.696664,13.055377,77.776664,Snack ,scooter ,13
35A2,CHENRES15DEL02,39,4.6,13.026286,80.275235,13.046286,80.295235,Drinks ,motorcycle ,32
416F,MYSRES05DEL02,25,4.9,12.323978,76.627961,12.453978,76.757961,Snack ,electric_scooter ,16
A4F5,COIMBRES03DEL03,34,5,11.025083,77.015393,11.055083,77.045393,Snack ,electric_scooter ,19
A4EB,BANGRES01DEL02,22,4.8,12.933284,77.615428,12.953284,77.635428,Drinks ,motorcycle ,18
D4DA,KNPRES12DEL01,27,5,26.492106,80.327797,26.562106,80.397797,Buffet ,motorcycle ,27
B59B,MUMRES010DEL01,28,4.5,19.003517,72.82765,19.073517,72.89765,Drinks ,motorcycle ,25
4F73,COIMBRES20DEL03,32,5,10.994136,76.963303,11.024136,76.993303,Drinks ,scooter ,31
6A7,RANCHIRES08DEL01,29,4.6,23.353783,85.326967,23.463783,85.436967,Drinks ,scooter ,39
ADAE,HYDRES16DEL01,27,4.6,17.440827,78.393391,17.510827,78.463391,Snack ,motorcycle ,20
B785,MUMRES01DEL02,35,3.9,19.12663,72.829976,19.20663,72.909976,Snack ,motorcycle ,38
8366,MYSRES08DEL03,22,4.6,12.297954,76.665169,12.327954,76.695169,Buffet ,motorcycle ,19
BFF2,AURGRES16DEL03,35,4.7,0.0,0.0,0.03,0.03,Drinks ,electric_scooter ,17
8F58,VADRES11DEL01,30,4.6,22.308096,73.167753,22.318096,73.177753,Buffet ,motorcycle ,24
247C,MYSRES09DEL02,39,4.8,12.323194,76.630583,12.343194,76.650583,Drinks ,scooter ,26
43B9,HYDRES18DEL03,33,4.8,17.450851,78.379347,17.510851,78.439347,Meal ,motorcycle ,28
9E8A,PUNERES05DEL02,20,4.7,18.543626,73.905101,18.623626,73.985101,Snack ,scooter ,16
47AF,VADRES04DEL03,20,4.7,0.0,0.0,0.03,0.03,Buffet ,motorcycle ,17
1B40,MYSRES02DEL03,34,4.2,12.304569,76.643622,12.364569,76.703622,Snack ,motorcycle ,24
B4FB,MYSRES03DEL01,22,4.7,12.299524,76.64262,12.369524,76.71262,Meal ,motorcycle ,24
B50,JAPRES16DEL02,37,4.3,26.849596,75.800512,26.869596,75.820512,Meal ,scooter ,34
3376,MUMRES010DEL01,20,4.8,19.003517,72.82765,19.013517,72.83765,Snack ,motorcycle ,16
BECB,SURRES15DEL02,33,4.9,21.160522,72.771477,21.210522,72.821477,Drinks ,motorcycle ,26
4357,INDORES06DEL02,21,5,22.728163,75.884212,22.858163,76.014212,Drinks ,motorcycle ,25
1486,VADRES06DEL01,33,4.6,22.31279,73.170283,22.38279,73.240283,Meal ,motorcycle ,49
5B70,BANGRES04DEL02,24,4.6,12.98041,77.640489,13.06041,77.720489,Snack ,electric_scooter ,24
490E,RANCHIRES12DEL02,36,4.7,0.0,0.0,0.02,0.02,Meal ,scooter ,32
3E+21,MUMRES19DEL03,30,4.6,19.131141,72.813074,19.16114,72.843074,Buffet ,motorcycle ,26
26D4,HYDRES05DEL03,32,4.9,17.433809,78.386744,17.523809,78.476744,Buffet ,scooter ,24
B20F,HYDRES010DEL02,28,4.6,17.428294,78.404423,17.558294,78.534423,Drinks ,electric_scooter ,16
7ADA,JAPRES07DEL02,21,4.7,26.766536,75.837333,26.896536,75.967333,Drinks ,scooter ,27
C4B3,AURGRES12DEL02,39,4.9,19.879631,75.323403,19.899631,75.343403,Drinks ,motorcycle ,25
2A01,CHENRES15DEL02,32,4.7,13.026286,80.275235,13.046286,80.295235,Drinks ,motorcycle ,26
6357,MUMRES07DEL03,20,4.5,19.091458,72.827808,19.151458,72.887808,Buffet ,scooter ,25
73C,VADRES12DEL03,29,4.6,0.0,0.0,0.03,0.03,Meal ,motorcycle ,26
9C2A,JAPRES16DEL01,36,5,26.849596,75.800512,26.859596,75.810512,Meal ,scooter ,15
31BD,BANGRES09DEL02,28,4.8,12.934179,77.615797,12.954179,77.635797,Buffet ,scooter ,18
970A,PUNERES12DEL02,32,4.5,18.520016,73.830547,18.570016,73.880547,Buffet ,motorcycle ,30
2675,CHENRES19DEL01,39,4.4,12.986047,80.218114,13.096047,80.328114,Drinks ,scooter ,46
A200,SURRES07DEL01,30,4.7,21.170798,72.790489,21.280798,72.900489,Drinks ,motorcycle ,24
9BF9,PUNERES19DEL01,32,4.4,18.563934,73.915367,18.603935,73.955367,Drinks ,motorcycle ,37
555D,INDORES15DEL03,23,4.6,22.760072,75.892574,22.850072,75.982574,Snack ,motorcycle ,27
5BD9,MUMRES01DEL01,21,4.8,19.12663,72.829976,19.16663,72.869976,Buffet ,scooter ,27
B2E9,INDORES17DEL03,31,4.2,22.761226,75.887522,22.821226,75.947522,Meal ,electric_scooter ,32
8633,MUMRES13DEL02,37,4.6,19.178321,72.834715,19.198321,72.854715,Buffet ,electric_scooter ,28
4C34,SURRES18DEL02,20,4.5,21.149834,72.778666,21.199834,72.828666,Drinks ,motorcycle ,29
A998,JAPRES14DEL01,28,4.5,26.88842,75.800689,26.89842,75.810689,Snack ,motorcycle ,27
5EFD,MYSRES08DEL01,22,4.9,12.297954,76.665169,12.307954,76.675169,Snack ,motorcycle ,11
8D83,HYDRES19DEL03,20,4.7,17.458998,78.500366,17.518998,78.560366,Buffet ,motorcycle ,13
8A06,RANCHIRES010DEL02,34,4.8,23.354422,85.3329,23.484422,85.4629,Buffet ,scooter ,27
5A2D,CHENRES09DEL01,38,4.8,13.044694,80.26147,13.084694,80.30147,Snack ,scooter ,25
4C1,BANGRES13DEL02,29,4.6,12.935662,77.61413,13.065662,77.74413,Drinks ,scooter ,26
83EA,RANCHIRES01DEL01,32,4.5,23.416792,85.316842,23.456792,85.356842,Buffet ,motorcycle ,27
2185,PUNERES12DEL01,34,4.9,18.520016,73.830547,18.630016,73.940547,Snack ,scooter ,26
1.2E+08,INDORES07DEL03,33,3.9,22.722634,75.886959,22.812634,75.976959,Meal ,electric_scooter ,32
5956,INDORES19DEL02,34,4.5,22.745536,75.893106,22.765536,75.913106,Meal ,motorcycle ,25
7814,VADRES04DEL03,32,4.6,0.0,0.0,0.03,0.03,Meal ,motorcycle ,32
CEE,BANGRES20DEL01,29,4.6,12.972161,77.596014,13.042161,77.666014,Drinks ,scooter ,42
5A07,MYSRES02DEL02,34,4.7,12.304569,76.643622,12.354569,76.693622,Drinks ,motorcycle ,29
340F,SURRES05DEL01,26,4.6,21.175104,72.804342,21.245104,72.874342,Buffet ,scooter ,32
8094,BANGRES13DEL02,31,4,12.935662,77.61413,13.015662,77.69413,Drinks ,motorcycle ,35
3241,SURRES010DEL01,39,4.8,21.17106,72.789292,21.21106,72.829292,Drinks ,motorcycle ,27
DE16,ALHRES09DEL01,27,4.8,0.0,0.0,0.01,0.01,Meal ,motorcycle ,15
A176,HYDRES18DEL02,32,5,17.450851,78.379347,17.500851,78.429347,Buffet ,scooter ,27
C8C7,KOLRES03DEL02,32,4.5,22.526461,88.364453,22.576461,88.414453,Meal ,motorcycle ,30
AA97,RANCHIRES16DEL01,39,4.1,23.371292,85.327872,23.441292,85.397872,Snack ,motorcycle ,32
A64C,PUNERES12DEL01,36,4.8,18.520016,73.830547,18.530016,73.840547,Meal ,electric_scooter ,25
7DF5,BANGRES16DEL03,37,4.1,13.029198,77.570997,13.059198,77.600997,Buffet ,motorcycle ,38
869E,RANCHIRES01DEL03,37,4.8,23.416792,85.316842,23.476792,85.376842,Meal ,scooter ,26
7725,PUNERES12DEL01,38,3.7,18.520016,73.830547,18.630016,73.940547,Meal ,motorcycle ,31
B6D2,RANCHIRES01DEL02,28,4.7,23.416792,85.316842,23.436792,85.336842,Drinks ,scooter ,28
6EDB,PUNERES06DEL01,34,3.8,18.546258,73.904337,18.656258,74.014337,Meal ,scooter ,31
AAB4,CHENRES15DEL01,32,4.9,13.026286,80.275235,13.136286,80.385235,Buffet ,motorcycle ,29
AABD,JAPRES010DEL03,22,4.7,26.921411,75.793604,26.981411,75.853604,Buffet ,motorcycle ,17
C873,KOLRES15DEL03,31,4,22.552672,88.352885,22.642672,88.442885,Drinks ,motorcycle ,45
1494,MYSRES15DEL02,27,4,12.352058,76.60665,12.432058,76.68665,Meal ,motorcycle ,34
1875,COIMBRES19DEL01,29,4.9,11.022298,76.998349,11.132298,77.108349,Drinks ,scooter ,24
2AF5,COIMBRES09DEL03,38,4.8,11.008638,76.984311,11.068638,77.044311,Meal ,motorcycle ,44
97B6,SURRES19DEL02,35,4.8,21.149669,72.772629,21.199669,72.822629,Snack ,motorcycle ,36
A56E,BANGRES20DEL03,31,4.9,12.972161,77.596014,13.002161,77.626014,Meal ,motorcycle ,28
AA3F,CHENRES16DEL03,30,4.3,13.049645,80.242268,13.139645,80.332268,Drinks ,scooter ,37
6226,RANCHIRES12DEL03,24,4.9,0.0,0.0,0.06,0.06,Snack ,motorcycle ,10
996B,HYDRES11DEL03,33,4.8,17.430448,78.418213,17.520448,78.508213,Drinks ,motorcycle ,23
C595,DEHRES19DEL01,29,4.6,30.372202,78.077151,30.442202,78.147151,Meal ,motorcycle ,22
6BFB,MUMRES15DEL01,38,4.6,19.176269,72.836721,19.216269,72.876721,Snack ,scooter ,26
7E1F,RANCHIRES18DEL03,26,4.9,23.351489,85.324253,23.411489,85.384253,Drinks ,motorcycle ,34
B20D,VADRES07DEL01,39,4.8,0.0,0.0,0.04,0.04,Buffet ,scooter ,26
A11B,VADRES04DEL01,24,4.5,0.0,0.0,0.11,0.11,Snack ,motorcycle ,21
1DB4,PUNERES17DEL03,34,4.2,18.530963,73.828972,18.590963,73.888972,Meal ,motorcycle ,28
2258,JAPRES07DEL03,26,4.7,26.766536,75.837333,26.826536,75.897333,Snack ,motorcycle ,14
1FD6,INDORES07DEL01,35,4.7,22.722634,75.886959,22.762634,75.926959,Meal ,motorcycle ,17
6DE1,BANGRES04DEL03,36,4.2,12.98041,77.640489,13.01041,77.670489,Drinks ,motorcycle ,37
8B39,VADRES01DEL01,24,2.6,22.307898,73.167788,22.417898,73.277788,Drinks ,motorcycle ,42
8F8,VADRES18DEL01,29,4.6,0.0,0.0,0.07,0.07,Snack ,motorcycle ,17
997B,MUMRES07DEL01,33,4.3,19.091458,72.827808,19.201458,72.937808,Meal ,motorcycle ,34
CDB6,AURGRES03DEL01,26,4.6,19.874733,75.353942,19.984733,75.463942,Buffet ,motorcycle ,25
5A7A,CHENRES17DEL01,32,5,13.045479,80.23311,13.155479,80.34311,Buffet ,scooter ,30
6DE3,JAPRES20DEL03,37,4.9,26.956431,75.776649,27.046431,75.866649,Meal ,motorcycle ,48
E27A,KOCRES14DEL02,26,4.9,10.027014,76.308053,10.157014,76.438053,Drinks ,scooter ,18
AB52,COIMBRES09DEL02,31,4.8,11.008638,76.984311,11.138638,77.114311,Drinks ,scooter ,28
4632,CHENRES08DEL03,37,4.6,13.022394,80.242439,13.112394,80.332439,Buffet ,motorcycle ,26
4B8A,MUMRES08DEL01,26,4.7,19.065838,72.832658,19.175838,72.942658,Drinks ,scooter ,16
1623,INDORES010DEL03,37,4.8,22.75004,75.902847,22.78004,75.932847,Meal ,motorcycle ,25
AA66,RANCHIRES03DEL02,22,4.6,0.0,0.0,0.13,0.13,Drinks ,motorcycle ,22
7EA,SURRES04DEL03,21,4.4,21.173493,72.801953,21.203493,72.831953,Drinks ,motorcycle ,15
4DFA,BANGRES16DEL01,22,4,13.029198,77.570997,13.039198,77.580997,Snack ,motorcycle ,28
A667,CHENRES14DEL01,38,4.5,13.026279,80.174568,13.036279,80.184568,Meal ,motorcycle ,20
6E9D,CHENRES03DEL01,28,4,13.091809,80.219104,13.131809,80.259104,Buffet ,motorcycle ,32
5807,VADRES09DEL02,29,4.7,0.0,0.0,0.13,0.13,Meal ,scooter ,17
9A32,VADRES11DEL01,31,4.9,22.308096,73.167753,22.348096,73.207753,Drinks ,motorcycle ,38
917D,SURRES12DEL02,24,4.8,21.183434,72.814492,21.203434,72.834492,Snack ,scooter ,14
8673,VADRES04DEL01,33,4.8,0.0,0.0,0.04,0.04,Buffet ,motorcycle ,26
4AC4,PUNERES11DEL03,26,4.9,18.533811,73.899315,18.623811,73.989315,Snack ,motorcycle ,30
1B6A,RANCHIRES18DEL02,29,4.6,23.351489,85.324253,23.431489,85.404253,Meal ,scooter ,28
7BD7,COIMBRES14DEL02,20,4.7,11.003681,76.975525,11.053681,77.025525,Snack ,scooter ,29
9735,SURRES19DEL02,29,4.8,21.149669,72.772629,21.279669,72.902629,Buffet ,scooter ,12
1A54,BANGRES15DEL01,32,4,12.975377,77.696664,13.045377,77.766664,Buffet ,motorcycle ,49
819D,VADRES20DEL01,20,4.9,22.311358,73.164798,22.421358,73.274798,Meal ,motorcycle ,42
96F0,CHENRES19DEL01,26,5,12.986047,80.218114,13.056047,80.288114,Meal ,electric_scooter ,24
66F1,SURRES09DEL01,38,4.8,21.175975,72.795503,21.285975,72.905503,Buffet ,motorcycle ,46
C6E9,GOARES17DEL01,34,4.6,15.496162,73.825364,15.536162,73.865364,Meal ,electric_scooter ,27
B8AA,JAPRES19DEL02,27,4.5,26.913726,75.75282,26.933726,75.77282,Snack ,motorcycle ,13
C668,KOLRES18DEL01,29,5,22.569367,88.433187,22.639367,88.503187,Drinks ,motorcycle ,25
4C13,SURRES07DEL02,24,4.9,21.170798,72.790489,21.300798,72.920489,Drinks ,motorcycle ,24
824A,INDORES12DEL01,21,4.9,22.74806,75.8934,22.75806,75.9034,Buffet ,motorcycle ,12
CB5B,LUDHRES16DEL01,33,4.4,30.895817,75.813112,30.905817,75.823112,Drinks ,motorcycle ,24
4CAB,RANCHIRES06DEL03,35,4.7,23.357804,85.325146,23.417804,85.385146,Meal ,motorcycle ,29
AFC4,COIMBRES16DEL02,35,4.7,11.010375,76.95295,11.090375,77.03295,Snack ,scooter ,18
C003,DEHRES13DEL02,29,4.6,-30.366322,-78.070453,30.496322,78.200453,Snack ,scooter ,20
18C0,MYSRES06DEL03,29,4.6,12.323994,76.626167,12.353994,76.656167,Buffet ,motorcycle ,13
1655,MUMRES16DEL01,29,4.8,19.120083,72.907385,19.190083,72.977385,Drinks ,motorcycle ,23
7573,PUNERES19DEL02,21,4.9,18.563934,73.915367,18.643935,73.995367,Buffet ,motorcycle ,19
9201,BANGRES08DEL01,29,4.6,12.906229,77.596791,13.016229,77.706791,Meal ,motorcycle ,29
A940,BANGRES010DEL03,22,4.7,12.933298,77.614293,13.023298,77.704293,Snack ,motorcycle ,24
604,MYSRES20DEL01,29,4.6,12.337978,76.616792,12.377978,76.656792,Drinks ,scooter ,27
D6EF,AGRRES01DEL02,24,4.4,27.161661,78.011544,27.241661,78.091544,Meal ,scooter ,40
B39B,MYSRES18DEL01,23,4.9,12.337928,76.617889,12.347928,76.627889,Snack ,scooter ,22
8CE7,CHENRES010DEL01,27,4.6,13.066762,80.251865,13.076762,80.261865,Drinks ,scooter ,12
9873,COIMBRES20DEL02,33,4.1,10.994136,76.963303,11.074136,77.043303,Drinks ,motorcycle ,43
29AB,HYDRES16DEL01,35,4.6,17.440827,78.393391,17.550827,78.503391,Meal ,scooter ,26
8198,COIMBRES14DEL03,21,4.7,11.003681,76.975525,11.033681,77.005525,Buffet ,scooter ,27
7B24,CHENRES11DEL03,39,4.4,13.064181,80.236442,13.154181,80.326442,Meal ,motorcycle ,35
92EC,CHENRES010DEL02,34,4.8,13.066762,80.251865,13.116762,80.301865,Drinks ,scooter ,27
1ACA,SURRES16DEL01,29,4.9,21.160437,72.774209,21.200437,72.814209,Drinks ,motorcycle ,27
A348,MUMRES07DEL02,20,4.7,19.091458,72.827808,19.111458,72.847808,Buffet ,scooter ,17
C733,ALHRES11DEL01,20,4.8,0.0,0.0,0.07,0.07,Drinks ,motorcycle ,17
14D0,RANCHIRES01DEL03,30,4.7,23.416792,85.316842,23.476792,85.376842,Drinks ,motorcycle ,15
D800,DEHRES07DEL02,37,4.7,30.362686,78.06889,30.492686,78.19889,Buffet ,scooter ,39
17DB,INDORES08DEL03,39,4.6,22.725748,75.898497,22.755747,75.928497,Drinks ,motorcycle ,25
6D58,HYDRES01DEL01,26,5,17.410371,78.437225,17.520371,78.547225,Drinks ,motorcycle ,18
DED5,ALHRES11DEL02,32,4.9,0.0,0.0,0.08,0.08,Meal ,motorcycle ,48
A20A,PUNERES13DEL03,21,4.7,18.56245,73.916619,18.65245,74.006619,Drinks ,scooter ,28
7C9E,BANGRES20DEL02,35,4.8,12.972161,77.596014,12.992161,77.616014,Snack ,scooter ,29
5EF3,RANCHIRES01DEL03,39,4.6,23.416792,85.316842,23.446792,85.346842,Buffet ,motorcycle ,32
80C2,BANGRES08DEL02,39,5,12.906229,77.596791,13.036229,77.726791,Meal ,motorcycle ,41
D2B0,KOCRES20DEL01,27,4.9,9.979186,76.317361,10.049186,76.387361,Drinks ,motorcycle ,39
70FF,CHENRES16DEL03,33,4.8,13.049645,80.242268,13.079645,80.272268,Drinks ,scooter ,16
548E,HYDRES04DEL02,33,4.8,17.411028,78.329645,17.541028,78.459645,Meal ,motorcycle ,48
26F1,BANGRES01DEL01,37,4.7,12.933284,77.615428,13.003284,77.685428,Buffet ,motorcycle ,40
4A1B,COIMBRES12DEL02,20,4.6,11.000762,76.981876,11.020762,77.001876,Drinks ,motorcycle ,11
BF6C,LUDHRES07DEL02,20,4.6,0.0,0.0,0.08,0.08,Buffet ,motorcycle ,19
5561,PUNERES010DEL01,31,4.2,18.539299,73.897902,18.609299,73.967902,Drinks ,scooter ,35
AFD4,COIMBRES19DEL02,27,4.6,11.022298,76.998349,11.042298,77.018349,Buffet ,electric_scooter ,16
6957,VADRES010DEL02,37,4.9,22.310329,73.169083,22.360329,73.219083,Drinks ,scooter ,15
9151,BANGRES14DEL02,34,4.4,12.949934,77.699386,12.999934,77.749386,Buffet ,scooter ,31
9D4C,COIMBRES05DEL03,25,4.7,11.022169,76.999594,11.082169,77.059594,Snack ,motorcycle ,11
D413,AURGRES07DEL02,37,4.7,19.875908,75.358888,19.925908,75.408888,Meal ,motorcycle ,22
C677,KOCRES11DEL01,23,4.7,10.006881,76.345397,10.076881,76.415397,Meal ,scooter ,16
4421,MYSRES17DEL01,27,5,12.326356,76.619103,12.366356,76.659103,Drinks ,motorcycle ,24
A631,HYDRES13DEL02,36,4.7,17.431477,78.40035,17.451477,78.42035,Snack ,electric_scooter ,16
3A16,JAPRES14DEL03,30,4.3,26.88842,75.800689,27.02842,75.940689,Snack ,motorcycle ,42
DF8E,AURGRES20DEL01,20,4.9,0.0,0.0,0.01,0.01,Drinks ,motorcycle ,31
A04,COIMBRES13DEL01,28,4.7,11.003669,76.976494,11.073669,77.046494,Snack ,scooter ,31
4300,VADRES07DEL02,36,4,0.0,0.0,0.02,0.02,Buffet ,motorcycle ,33
58C2,CHENRES08DEL02,20,4.7,13.022394,80.242439,13.072394,80.292439,Drinks ,scooter ,16
BBC6,PUNERES04DEL01,22,4.7,18.51421,73.838429,18.62421,73.948429,Buffet ,motorcycle ,16
50C4,MYSRES15DEL01,28,4.7,12.352058,76.60665,12.462058,76.71665,Buffet ,motorcycle ,25
BCD5,SURRES03DEL01,34,4.8,21.186884,72.793616,21.196884,72.803616,Buffet ,electric_scooter ,18
6234,VADRES01DEL01,25,4.8,22.307898,73.167788,22.417898,73.277788,Drinks ,scooter ,26
CC11,AURGRES05DEL02,38,5,19.875522,75.367127,19.925522,75.417127,Meal ,scooter ,34
6445,JAPRES17DEL02,34,3.5,26.892312,75.806896,26.972313,75.886896,Snack ,motorcycle ,32
33DC,VADRES13DEL01,24,4.9,22.310237,73.158921,22.420237,73.268921,Drinks ,motorcycle ,22
ACD8,RANCHIRES04DEL03,33,4.6,23.359033,85.325347,23.449033,85.415347,Snack ,motorcycle ,50
BFB4,KOLRES14DEL02,21,4.6,22.552996,88.35231,22.572996,88.37231,Snack ,scooter ,16
D989,KOLRES04DEL03,25,4.6,22.538731,88.364878,22.598731,88.424878,Drinks ,motorcycle ,23
8B3F,VADRES14DEL01,23,4.9,22.311603,73.165012,22.351603,73.205012,Buffet ,motorcycle ,19
DEB4,LUDHRES06DEL02,34,4.9,30.895204,75.822103,30.945204,75.872103,Snack ,motorcycle ,25
A243,HYDRES010DEL01,25,4.7,17.428294,78.404423,17.498294,78.474423,Snack ,scooter ,37
D446,ALHRES08DEL03,28,4.9,25.450329,81.834279,25.540329,81.924279,Drinks ,electric_scooter ,10
6436,PUNERES07DEL01,34,3.7,18.546947,73.900626,18.656947,74.010626,Buffet ,scooter ,34
5D2D,JAPRES20DEL01,24,4.5,26.956431,75.776649,27.066431,75.886649,Meal ,scooter ,14
BB22,CHENRES14DEL03,31,5,13.026279,80.174568,13.086279,80.234568,Buffet ,motorcycle ,26
8B2B,MUMRES14DEL03,38,4.6,19.1813,72.836191,19.2413,72.896191,Buffet ,scooter ,30
C1EC,DEHRES04DEL03,32,4.8,30.340722,78.060221,30.430722,78.150221,Buffet ,motorcycle ,17
DE6F,AURGRES03DEL03,28,5,19.874733,75.353942,19.964733,75.443942,Buffet ,motorcycle ,29
33A0,JAPRES06DEL03,29,4.5,26.911927,75.797282,27.001927,75.887282,Drinks ,motorcycle ,37
B712,CHENRES05DEL02,28,4.8,13.058616,80.264151,13.188616,80.394151,Drinks ,electric_scooter ,23
8299,MYSRES15DEL02,39,4.8,12.352058,76.60665,12.402058,76.65665,Drinks ,motorcycle ,30
9E+30,VADRES16DEL01,39,4.8,0.0,0.0,0.07,0.07,Buffet ,scooter ,29
9155,INDORES05DEL02,26,4.8,22.727021,75.884167,22.747021,75.904167,Buffet ,scooter ,14
3D8C,INDORES02DEL03,33,4.8,22.651847,75.881991,22.681847,75.911991,Buffet ,electric_scooter ,28
D3FA,ALHRES17DEL03,37,4.9,25.45235,81.841889,25.48235,81.871889,Drinks ,scooter ,27
BB9,BANGRES08DEL03,29,4.6,12.906229,77.596791,12.966229,77.656791,Drinks ,scooter ,24
B012,COIMBRES20DEL03,24,4.6,10.994136,76.963303,11.084136,77.053303,Snack ,motorcycle ,16
DCAA,AURGRES03DEL02,36,5,19.874733,75.353942,19.954733,75.433942,Meal ,motorcycle ,43
9587,VADRES14DEL03,22,4.7,22.311603,73.165012,22.401603,73.255012,Snack ,motorcycle ,44
43BA,HYDRES04DEL03,21,4.6,17.411028,78.329645,17.441028,78.359645,Meal ,motorcycle ,22
5803,SURRES07DEL02,29,5,21.170798,72.790489,21.220798,72.840489,Buffet ,scooter ,16
70F5,BANGRES17DEL02,33,4.7,12.972532,77.608179,12.992532,77.628179,Drinks ,scooter ,18
575D,RANCHIRES04DEL02,27,4.1,23.359033,85.325347,23.379033,85.345347,Drinks ,motorcycle ,16
6EF,HYDRES14DEL02,29,4.6,17.426228,78.407495,17.556228,78.537495,Drinks ,motorcycle ,24
